generation,num_proposed,num_retained,ei_avg,sp_avg,ei_sel_avg,sp_sel_avg,added_points,size_pareto
1,0,0,0,0,0,0,11,11
2,0,0,0.5119469999999999,0,0,0,8,12
3,0,0,0.310625,0,0,0,5,14
4,0,0,0.24466100000000002,0,0,0,6,11
5,0,0,0.15927600000000003,0,0,0,3,10
6,0,0,0.128489,0,0,0,2,12
7,0,0,0.115927,0,0,0,1,13
8,0,0,0.10686899999999998,0,0,0,3,16
9,0,0,0.106392,0,0,0,5,19
10,0,0,0.078846,0,0,0,2,15
11,0,0,0.068888,0,0,0,1,16
12,0,0,0.06441999999999999,0,0,0,1,16
13,0,0,0.059955999999999995,0,0,0,2,17
14,0,0,0.05593100000000001,0,0,0,1,18
15,0,0,0.053890999999999994,0,0,0,1,19
16,0,0,0.05603199999999999,0,0,0,1,13
17,0,0,0.051815999999999994,0,0,0,1,14
18,0,0,0.046855,0,0,0,0,14
19,0,0,0.044258000000000006,0,0,0,1,15
20,0,0,0.04833099999999999,0,0,0,1,14
21,0,0,0.043369,0,0,0,0,14
22,0,0,0.045013,0,0,0,4,17
23,0,0,0.038362,0,0,0,0,17
24,0,0,0.038905,0,0,0,0,17
25,0,0,0.038139000000000006,0,0,0,0,17
26,0,0,0.040202,0,0,0,1,18
27,0,0,0.03655,0,0,0,0,18
28,0,0,0.035741,0,0,0,2,16
29,0,0,0.033822000000000005,0,0,0,0,16
30,0,0,0.035966,0,0,0,3,19
31,0,0,0.032906000000000005,0,0,0,0,19
32,0,0,0.035642,0,0,0,2,20
33,0,0,0.033325,0,0,0,3,23
34,0,0,0.034791,0,0,0,1,23
35,0,0,0.032012,0,0,0,1,24
36,0,0,0.030355,0,0,0,0,24
37,0,0,0.028914999999999996,0,0,0,0,24
38,0,0,0.030719,0,0,0,0,24
39,0,0,0.029351,0,0,0,0,24
40,0,0,0.032158,0,0,0,0,24
41,0,0,0.030553999999999998,0,0,0,0,24
42,0,0,0.029248000000000003,0,0,0,0,24
43,0,0,0.028635,0,0,0,0,24
44,0,0,0.028364999999999998,0,0,0,0,24
45,0,0,0.028553000000000002,0,0,0,0,24
46,0,0,0.028809000000000005,0,0,0,1,25
47,0,0,0.030491000000000004,0,0,0,0,25
48,0,0,0.029620999999999998,0,0,0,0,25
49,0,0,0.029444000000000005,0,0,0,0,25
50,0,0,0.029998,0,0,0,1,26
51,0,0,0.025346999999999998,0,0,0,0,26
52,0,0,0.027648000000000002,0,0,0,0,26
53,0,0,0.028007,0,0,0,0,26
54,0,0,0.028147000000000002,0,0,0,0,26
55,0,0,0.028427000000000004,0,0,0,0,26
56,0,0,0.027935,0,0,0,0,26
57,0,0,0.025699,0,0,0,0,26
58,0,0,0.026989,0,0,0,0,26
59,0,0,0.026645,0,0,0,1,27
60,0,0,0.026522000000000004,0,0,0,0,27
61,0,0,0.025959999999999997,0,0,0,0,27
62,0,0,0.027179999999999996,0,0,0,1,28
63,0,0,0.024427,0,0,0,0,28
64,0,0,0.025698000000000002,0,0,0,0,28
65,0,0,0.025452,0,0,0,0,28
66,0,0,0.026643,0,0,0,0,28
67,0,0,0.025115,0,0,0,0,28
68,0,0,0.024735999999999998,0,0,0,0,28
69,0,0,0.025945000000000006,0,0,0,1,28
70,0,0,0.025415,0,0,0,0,28
71,0,0,0.028068,0,0,0,0,28
72,0,0,0.027602000000000005,0,0,0,0,28
73,0,0,0.025622000000000002,0,0,0,0,28
74,0,0,0.024498999999999996,0,0,0,0,28
75,0,0,0.025227,0,0,0,0,28
76,0,0,0.023492,0,0,0,1,28
77,0,0,0.023599000000000002,0,0,0,1,29
78,0,0,0.023748000000000002,0,0,0,0,29
79,0,0,0.023467000000000002,0,0,0,1,30
80,0,0,0.024592000000000003,0,0,0,1,31
81,0,0,0.022397,0,0,0,0,31
82,0,0,0.023939,0,0,0,0,31
83,0,0,0.022947,0,0,0,0,31
84,0,0,0.0216,0,0,0,0,31
85,0,0,0.022978,0,0,0,1,31
86,0,0,0.023846,0,0,0,1,32
87,0,0,0.024058,0,0,0,1,33
88,0,0,0.021312,0,0,0,0,33
89,0,0,0.022134,0,0,0,0,33
90,0,0,0.024396,0,0,0,0,33
91,0,0,0.022512,0,0,0,0,33
92,0,0,0.021296000000000002,0,0,0,0,33
93,0,0,0.022008,0,0,0,0,33
94,0,0,0.020021,0,0,0,0,33
95,0,0,0.023166000000000003,0,0,0,0,33
96,0,0,0.023135999999999997,0,0,0,0,33
97,0,0,0.023819,0,0,0,1,34
98,0,0,0.019749,0,0,0,0,34
99,0,0,0.021931,0,0,0,0,34
100,0,0,0.021934,0,0,0,0,34
101,0,0,0.022510000000000002,0,0,0,1,35
