train_iteration,target,bootstrap,cosine_meta_base,mean_abs_delta,meta_gini,base_gini,norm_par,norm_perp,perp_over_par,topk_overlap_with_base
1,E_at,0,0.8727336525917053,0.09583474695682526,0.9673333947880134,0.972794464371737,98.2585678100586,7.969061851501465,0.08110297177245934,0.38
1,E_at,1,0.9767716526985168,0.040969762951135635,0.9721060447110677,0.9731241761061755,86.36465454101562,16.084157943725586,0.18623542268772722,0.84
1,E_at,2,0.9976940155029297,0.020572999492287636,0.9625444418993454,0.9635397385038784,103.8883285522461,21.389074325561523,0.20588524835881658,0.96
1,E_at,3,0.9998920559883118,0.0030044810846447945,0.9784844006347218,0.9785210164807414,106.88939666748047,18.036815643310547,0.16874279587732002,0.88
1,E_at,4,0.998102605342865,0.013576178811490536,0.969086078508353,0.9704904716114928,105.42645263671875,13.21133041381836,0.12531324049517545,0.98
1,E_at,5,0.9997055530548096,0.005519866477698088,0.9789325460112532,0.979398652688855,99.72208404541016,25.946931838989258,0.2601924346784999,0.98
1,E_at,6,0.9887968301773071,0.042290061712265015,0.964616765778187,0.965270784374838,86.30297088623047,17.58718490600586,0.2037842350663721,0.9
1,E_at,7,0.926644504070282,0.04304215684533119,0.9837723289723914,0.986318187311461,61.07360076904297,5.448718547821045,0.08921561000514801,0.88
1,E_at,8,0.9709938764572144,0.04321238771080971,0.985816507140302,0.9868684199259841,62.15761947631836,7.030359745025635,0.11310535706252642,0.92
1,E_at,9,0.9979652762413025,0.012560844421386719,0.971744594322518,0.9726744429614815,111.50028228759766,22.308204650878906,0.20007307778233563,0.98
1,E_at,10,0.9991809129714966,0.011237193830311298,0.9657712637453228,0.9669579262468047,116.74859619140625,13.507294654846191,0.11569556376250843,1.0
1,E_at,11,0.9930810332298279,0.02483479678630829,0.974730188516234,0.9751489858024838,74.62897491455078,23.20556640625,0.3109458013167148,0.9
1,E_at,12,0.9986991882324219,0.012148313224315643,0.9764752588958348,0.9764057589873416,101.4876937866211,9.259475708007812,0.0912374235981355,0.98
1,E_at,13,0.9985169768333435,0.010579797439277172,0.9753170379705138,0.9765072939875707,103.95723724365234,23.714574813842773,0.22811855569286776,0.98
1,E_at,14,0.9916375875473022,0.0335063599050045,0.9800345377195172,0.9789833975096798,52.80020523071289,17.531206130981445,0.3320291285683085,0.86
1,E_at,15,0.9964936375617981,0.009753754362463951,0.9877245760551279,0.9887232254026121,59.28146743774414,8.86588191986084,0.14955570944952667,0.88
1,E_at,16,0.9985210299491882,0.011316468939185143,0.9757769519051964,0.9773898318746883,92.45109558105469,8.258386611938477,0.08932708217284561,0.98
1,E_at,17,0.9984623193740845,0.012278998270630836,0.9752892758250657,0.9775761471825335,95.52371978759766,25.205108642578125,0.26386230245873066,0.96
1,E_at,18,0.9998052716255188,0.0020008962601423264,0.9889741121370375,0.9893612162467447,60.42251205444336,4.745356559753418,0.07853623423464488,1.0
1,E_at,19,0.9876377582550049,0.04880470037460327,0.9717964691859331,0.9738882445210799,69.07086181640625,23.703449249267578,0.34317581431476146,0.9
1,E_at,20,0.9962074756622314,0.016961827874183655,0.9823626443158557,0.9830759718739968,50.364097595214844,32.8006591796875,0.6512706619567017,0.9
1,E_at,21,0.9234263896942139,0.04036547243595123,0.9831558454003231,0.9875635200886694,40.92679977416992,10.383387565612793,0.25370631524837783,0.82
1,E_at,22,1.0,5.096845416119322e-05,0.9849939201784954,0.9849947560439969,31.672924041748047,46.471004486083984,1.4672154811103202,1.0
1,E_at,23,0.9999287128448486,0.0022084503434598446,0.982128833963936,0.9823654490977782,95.86482238769531,16.343223571777344,0.1704819678868468,1.0
1,E_at,24,0.7471106052398682,0.09253004938364029,0.9774611899040364,0.9862244713126767,74.41033172607422,1.698761224746704,0.0228296418701684,0.62
1,E_at,25,0.998965859413147,0.00892307236790657,0.9658326698812969,0.9677734132184026,103.54850769042969,6.381287097930908,0.06162606531238971,0.98
1,E_at,26,0.8810459971427917,0.0632716491818428,0.9814064170520351,0.9834469202234417,85.95695495605469,7.144111156463623,0.08311265982044193,0.68
1,E_at,27,0.993803083896637,0.012368724681437016,0.9809724307971939,0.9838778408829862,55.04134750366211,5.718735218048096,0.1038988956014859,0.94
