train_iteration,target,bootstrap,cosine_meta_base,mean_abs_delta,meta_gini,base_gini,norm_par,norm_perp,perp_over_par,topk_overlap_with_base
1,E_at,0,0.987587571144104,0.021327534690499306,0.9766672979650821,0.9779308247358103,70.55003356933594,11.521655082702637,0.16331182991400361,0.88
1,E_at,1,0.999493420124054,0.023640189319849014,0.9806538450403366,0.9812966693932452,72.43260192871094,40.343936920166016,0.5569858854424837,0.94
1,E_at,2,0.8015287518501282,0.0669138953089714,0.9749201906384195,0.9816273571127292,78.41446685791016,2.263943910598755,0.028871508043293886,0.58
1,E_at,3,0.9958407878875732,0.028609955683350563,0.961562711209516,0.9637320003400445,108.67381286621094,29.544519424438477,0.27186420210369294,0.94
1,E_at,4,0.97802734375,0.03447965160012245,0.9762413338180507,0.976916037052753,65.94576263427734,27.55022621154785,0.41777098498862114,0.78
1,E_at,5,0.9975248575210571,0.022226670756936073,0.962266799169736,0.9624574897299256,104.02606964111328,30.060829162597656,0.28897399725190603,0.84
1,E_at,6,0.9836634993553162,0.043163858354091644,0.9744075673852406,0.9728478300512213,111.23654174804688,24.3549747467041,0.21894760807890482,0.96
1,E_at,7,0.9999989867210388,0.00045384676195681095,0.9762675048104654,0.9762586130289834,62.14540481567383,84.0453872680664,1.3523990634118315,1.0
1,E_at,8,0.9987831711769104,0.016708604991436005,0.9650808424810764,0.9675285984178497,106.10035705566406,26.188451766967773,0.24682717847243785,0.96
1,E_at,9,0.99918133020401,0.012027810327708721,0.9707297059704301,0.9711562667823765,57.30951690673828,91.54387664794922,1.5973590703429184,0.96
1,E_at,10,0.9585331082344055,0.04790625721216202,0.9787137181506482,0.9834768216738781,64.01495361328125,0.9166890382766724,0.014319920370706727,0.96
1,E_at,11,0.9999878406524658,0.0009546292130835354,0.9773969037425558,0.9775891492066666,65.14085388183594,25.48424530029297,0.39121755060995705,1.0
1,E_at,12,0.9919077157974243,0.02102036587893963,0.9797006028280448,0.9815702913803386,54.365509033203125,15.201123237609863,0.27960969202598557,0.94
1,E_at,13,0.9917195439338684,0.01404643151909113,0.9866551974618443,0.9886124736784745,45.913639068603516,7.236998081207275,0.15762196654449137,0.96
1,E_at,14,0.9983533024787903,0.021635521203279495,0.9738243981364048,0.9736068484861531,71.42298126220703,48.86137771606445,0.6841128282882124,0.98
1,E_at,15,0.9974260330200195,0.016741078346967697,0.9698894134933262,0.9711681769020186,79.98612213134766,15.187289237976074,0.18987405356439913,0.96
1,E_at,16,0.9911277294158936,0.02441074326634407,0.9801274257578481,0.9801333973628945,52.81980514526367,15.115830421447754,0.2861773226894076,0.92
1,E_at,17,0.991813063621521,0.053364917635917664,0.961777274184697,0.9645366806896274,97.49112701416016,26.058208465576172,0.26728800111000184,0.94
1,E_at,18,0.9989669322967529,0.00984159018844366,0.9801416913400036,0.9806121171840516,99.24739074707031,19.8065185546875,0.1995671463561592,0.94
1,E_at,19,0.989605188369751,0.04669024422764778,0.9764428072222868,0.9760255716087982,106.05756378173828,14.763533592224121,0.13920302395976974,0.92
1,E_at,20,0.9977750778198242,0.014743802137672901,0.9686381695431303,0.9693293623622874,104.9061050415039,23.02463722229004,0.21947852523149938,0.94
1,E_at,21,0.9988305568695068,0.007623355370014906,0.9787824071416753,0.9795944006270145,112.72418975830078,4.713587760925293,0.04181522857722021,0.68
1,E_at,22,0.9990617036819458,0.006370058283209801,0.982564971698991,0.9828590373189863,89.40662384033203,13.888262748718262,0.15533818583196693,0.94
