generation,num_proposed,num_retained,ei_avg,sp_avg,ei_sel_avg,sp_sel_avg,added_points,size_pareto
1,0,0,0,0,0,0,5,5
2,10000,500,0.540914,,1.0,,17,18
3,10000,500,0.161627,,0.9976999999999999,,13,18
4,10000,500,0.05206,,0.7494,,14,22
5,10000,500,0.029235,,0.4795,,9,22
6,10000,500,0.0178,,0.37489999999999996,,4,26
7,10000,500,0.01345,,0.3015,,6,27
8,10000,500,0.013505000000000001,,0.3324999999999999,,3,12
9,10000,500,0.004463,,0.11100000000000002,,6,17
10,10000,500,0.004541000000000001,,0.0949,,2,16
11,10000,500,0.00381,,0.08639999999999999,,1,15
12,10000,500,0.0033300000000000005,,0.10189999999999999,,1,16
13,10000,500,0.003082,,0.08059999999999999,,4,14
14,10000,500,0.0026720000000000003,,0.0571,,1,15
15,10000,500,0.0026590000000000003,,0.054299999999999994,,1,16
16,10000,500,0.002268,,0.05309999999999999,,0,16
17,10000,500,0.001801,,0.0436,,1,17
18,10000,500,0.0025,,0.08299999999999999,,1,17
19,10000,500,0.002412,,0.06129999999999999,,0,17
20,10000,500,0.0019039999999999999,,0.04049999999999999,,2,16
21,10000,500,0.002157,,0.0647,,0,16
22,10000,500,0.0018060000000000003,,0.0449,,1,17
23,10000,500,0.0021520000000000003,,0.04699999999999999,,1,18
24,10000,500,0.0020350000000000004,,0.0554,,1,19
25,10000,500,0.002051,,0.0649,,1,20
26,10000,500,0.00186,,0.054400000000000004,,0,20
27,10000,500,0.0017700000000000003,,0.038299999999999994,,1,20
28,10000,500,0.001615,,0.0544,,0,20
29,10000,500,0.0024129999999999998,,0.0664,,0,20
30,10000,500,0.001725,,0.0525,,1,18
31,10000,500,0.002139,,0.06629999999999998,,0,18
32,10000,500,0.0021920000000000004,,0.05979999999999999,,1,18
33,10000,500,0.001562,,0.04870000000000001,,1,19
34,10000,500,0.001743,,0.035199999999999995,,0,19
35,10000,500,0.0012770000000000001,,0.0343,,1,19
36,10000,500,0.001912,,0.057999999999999996,,0,19
37,10000,500,0.0017650000000000003,,0.046,,0,19
38,10000,500,0.001446,,0.050300000000000004,,0,19
39,10000,500,0.0017420000000000003,,0.06620000000000001,,0,19
40,10000,500,0.001576,,0.0584,,0,19
41,10000,500,0.0018120000000000005,,0.0583,,1,20
42,10000,500,0.001459,,0.04549999999999999,,1,18
43,10000,500,0.001384,,0.047700000000000006,,0,18
44,10000,500,0.0013160000000000001,,0.0398,,0,18
45,10000,500,0.00157,,0.0423,,0,18
46,10000,500,0.0018740000000000002,,0.0518,,0,18
47,10000,500,0.001415,,0.04789999999999999,,0,18
48,10000,500,0.001408,,0.0526,,0,18
49,10000,500,0.001476,,0.044700000000000004,,0,18
50,10000,500,0.001278,,0.0425,,0,18
51,10000,500,0.001714,,0.05700000000000001,,0,18
52,10000,500,0.0017810000000000002,,0.0516,,0,18
53,10000,500,0.001378,,0.04529999999999999,,0,18
54,10000,500,0.001267,,0.04,,0,18
55,10000,500,0.001684,,0.043199999999999995,,0,18
56,10000,500,0.00105,,0.035199999999999995,,0,18
57,10000,500,0.0018960000000000001,,0.04989999999999999,,0,18
58,10000,500,0.002002,,0.05299999999999999,,0,18
59,10000,500,0.00137,,0.04739999999999999,,0,18
60,10000,500,0.0018310000000000002,,0.0581,,0,18
61,10000,500,0.001307,,0.04300000000000001,,0,18
62,10000,500,0.001337,,0.049399999999999986,,0,18
63,10000,500,0.001632,,0.05090000000000001,,0,18
64,10000,500,0.00165,,0.0467,,1,18
65,10000,500,0.001446,,0.05159999999999999,,0,18
66,10000,500,0.001361,,0.047700000000000006,,0,18
67,10000,500,0.001433,,0.0473,,0,18
68,10000,500,0.001272,,0.042,,0,18
69,10000,500,0.001376,,0.047400000000000005,,0,18
70,10000,500,0.0013650000000000001,,0.041299999999999996,,0,18
71,10000,500,0.00182,,0.044,,0,18
72,10000,500,0.0016810000000000002,,0.0383,,0,18
73,10000,500,0.001582,,0.049100000000000005,,0,18
74,10000,500,0.001319,,0.0379,,0,18
75,10000,500,0.001306,,0.04680000000000001,,0,18
76,10000,500,0.001434,,0.0446,,1,19
77,10000,500,0.001405,,0.0392,,0,19
78,10000,500,0.0010689999999999999,,0.039900000000000005,,0,19
79,10000,500,0.0015610000000000003,,0.0416,,0,19
80,10000,500,0.001114,,0.04850000000000001,,0,19
81,10000,500,0.001857,,0.0405,,0,19
82,10000,500,0.001518,,0.0458,,0,19
83,10000,500,0.001115,,0.035399999999999994,,0,19
84,10000,500,0.000907,,0.031,,1,20
85,10000,500,0.0013460000000000002,,0.0409,,0,20
86,10000,500,0.0010299999999999999,,0.0455,,0,20
87,10000,500,0.001307,,0.0359,,0,20
88,10000,500,0.0012810000000000002,,0.047299999999999995,,0,20
89,10000,500,0.0011860000000000002,,0.0424,,0,20
90,10000,500,0.001099,,0.0381,,0,20
91,10000,500,0.0011600000000000002,,0.035300000000000005,,0,20
92,10000,500,0.001349,,0.0466,,0,20
93,10000,500,0.000814,,0.03439999999999999,,0,20
94,10000,500,0.000884,,0.0321,,0,20
95,10000,500,0.0012129999999999999,,0.0369,,1,21
96,10000,500,0.00127,,0.04450000000000001,,0,21
97,10000,500,0.0009309999999999999,,0.0321,,0,21
98,10000,500,0.0013900000000000002,,0.04920000000000001,,0,21
99,10000,500,0.0010030000000000002,,0.0349,,0,21
100,10000,500,0.0011370000000000002,,0.030699999999999995,,0,21
101,10000,500,0.001575,,0.0408,,1,22
