generation,num_attempted,num_proposed,num_retained,num_selected_A,num_selected_B,num_valid,num_repeated,num_success_repeated,num_timeout,avg_time_success,avg_time_fail,ei_avg,sp_avg,ei_sel_avg,sp_sel_avg,added_points,size_pareto,num_group_A,num_group_B,num_group_C
1,500,500,500,-1,-1,176,0,0,97,1134.673398473046,281.2160113067879,0,0,0,0,40,40,500,0,0
2,56963,49887,3000,2850,150,14,0,0,131,866.4592083692551,853.2839155074089,0.22516527351815102,0.0,0.7146666666666667,0.0,5,40,40259,4697,4931
3,57206,49897,3000,2850,150,13,0,0,134,1144.825393988536,939.9683344034772,0.229654768823777,0.0,0.6822073578595318,0.0,1,41,40528,4606,4763
4,57089,49910,3000,2850,150,14,0,0,121,1196.6782679387502,813.3346300703106,0.1973589260669205,0.0,0.6335333333333334,0.0,6,46,40495,4654,4761
5,56856,49873,3000,2850,150,12,0,0,122,1043.8262815674145,854.6002643036555,0.24790199105728555,0.0,0.6607733333333333,0.0,8,54,40355,4766,4752
6,56607,49885,3000,2850,150,26,0,0,111,999.4587969046372,810.834149907703,0.21460374862183024,0.0,0.5883333333333334,0.0,7,57,40401,4855,4629
7,56622,49899,3000,2850,150,19,0,0,122,963.2917550363039,730.7454103793738,0.23218685745205314,0.0,0.5949866666666667,0.0,10,67,40462,4758,4679
8,57151,49890,3000,2850,150,19,0,0,109,835.5834027215054,795.331725242526,0.23149488875526159,0.0,0.5918533333333333,0.0,7,73,40647,4742,4501
9,57231,49890,3000,2850,150,19,0,0,94,820.5565171743694,826.595059039121,0.23282774103026663,0.0,0.5713733333333334,0.0,6,79,40772,4690,4428
10,57358,49888,3000,2850,150,56,0,0,96,670.4135985374451,801.8616958115551,0.26208964079538166,0.0,0.5564666666666668,0.0,16,93,40981,4607,4300
11,57724,49903,3000,2850,150,110,0,0,59,516.5174583370035,711.1416050641591,0.3824968438771216,0.0,0.6372133333333334,0.0,20,95,41061,4602,4240
12,58128,49891,3000,2850,150,133,0,0,68,553.7092563245529,381.3852309096943,0.3225318394099136,0.0,0.5840666666666666,0.0,24,114,41252,4431,4208
13,58004,49882,3000,2850,150,141,0,0,66,543.9880515886537,451.2812934639633,0.27771163946914723,0.0,0.5218533333333334,0.0,30,137,41409,4333,4140
14,57778,49906,3000,2850,150,60,0,0,103,665.4174038966497,810.938897889896,0.24091083236484592,0.0,0.4344533333333333,0.0,14,151,41162,4270,4474
15,58086,49888,3000,2850,150,99,0,0,74,583.8761912957586,644.117034771311,0.252800032071841,0.0,0.4371199999999999,0.0,17,148,41044,4386,4458
16,58169,49897,3000,2850,150,85,0,0,83,486.6513269143946,707.1271537506219,0.2441729963725274,0.0,0.4278133333333333,0.0,17,160,41411,4101,4385
17,58291,49877,3000,2850,150,83,0,0,75,622.338676179748,751.0707172759821,0.2312018766164765,0.0,0.40232,0.0,13,167,41554,4017,4306
18,58534,49884,3000,2850,150,107,0,0,79,556.6421761267653,757.3795037436904,0.22976120599791516,0.0,0.3997333333333333,0.0,16,179,41513,4092,4279
19,58447,49885,3000,2850,150,59,0,0,102,658.2418383541753,767.983541890014,0.22918897464167587,0.0,0.4079466666666666,0.0,13,176,41694,3966,4225
20,58691,49879,3000,2850,150,134,0,0,54,520.7290057744552,309.3251319463764,0.20984205777982717,0.0,0.3697466666666666,0.0,16,179,41684,3948,4247
21,58829,49883,3000,2850,150,87,0,0,83,553.0654602297421,814.1561197684362,0.18768839083455288,0.0,0.34437333333333325,0.0,12,188,41732,3988,4163
22,58903,49890,3000,2850,150,138,0,0,49,477.1822512080704,523.0927022326309,0.2051724193225095,0.0,0.36617333333333335,0.0,18,202,41807,3829,4254
23,59064,49900,3000,2850,150,146,0,0,54,643.2833699853453,450.429336476326,0.2407473346693387,0.0,0.3794133333333333,0.0,18,212,41845,3874,4181
24,59143,49884,3000,2850,150,178,0,0,37,711.2439746896872,144.57927683661967,0.20327239194932245,0.0,0.32899999999999996,0.0,21,228,42020,3717,4147
25,59187,49885,3000,2850,150,182,0,0,35,643.4823285210264,128.4072712559298,0.18008916507968326,0.0,0.31961333333333336,0.0,19,240,42010,3803,4072
26,59339,49883,3000,2850,150,189,0,0,28,684.7755791157011,141.1156155632203,0.1866677625644007,0.0,0.33464,0.0,15,255,42062,3733,4088
27,59460,49887,3000,2850,150,157,0,0,36,692.6413615342159,187.8180504912422,0.16162848036562633,0.0,0.2942147651006711,0.0,15,269,42221,3574,4092
28,59670,49880,3000,2850,150,191,0,0,35,706.1409708692141,237.41234939484983,0.17971555733761024,0.0,0.3170266666666667,0.0,24,291,42270,3591,4019
29,59658,49865,3000,2850,150,175,0,0,28,736.8265978717805,73.77277389752496,0.20704454025869848,0.0,0.35242666666666667,0.0,17,304,42156,3558,4151
30,59768,49894,3000,2850,150,178,0,0,23,683.6393373829595,62.64318146850123,0.16586627650619312,0.0,0.3174133333333333,0.0,11,311,42214,3627,4053
