generation,num_proposed,num_retained,ei_avg,sp_avg,ei_sel_avg,sp_sel_avg,added_points,size_pareto
1,0,0,0,0,0,0,4,4
2,0,0,0.46782299999999993,0,0,0,6,9
3,0,0,0.302291,0,0,0,3,12
4,0,0,0.23320200000000005,0,0,0,2,6
5,0,0,0.12814,0,0,0,1,7
6,0,0,0.114676,0,0,0,4,10
7,0,0,0.100181,0,0,0,1,10
8,0,0,0.087087,0,0,0,2,12
9,0,0,0.07850499999999999,0,0,0,0,12
10,0,0,0.075075,0,0,0,0,12
11,0,0,0.075591,0,0,0,1,13
12,0,0,0.06702000000000001,0,0,0,2,13
13,0,0,0.072133,0,0,0,2,14
14,0,0,0.064717,0,0,0,1,8
15,0,0,0.048259,0,0,0,1,9
16,0,0,0.042737,0,0,0,0,9
17,0,0,0.041694999999999996,0,0,0,1,10
18,0,0,0.041000999999999996,0,0,0,0,10
19,0,0,0.039714,0,0,0,1,11
20,0,0,0.038110000000000005,0,0,0,1,12
21,0,0,0.036078000000000006,0,0,0,1,13
22,0,0,0.035935,0,0,0,3,16
23,0,0,0.033296000000000006,0,0,0,0,16
24,0,0,0.033451,0,0,0,1,17
25,0,0,0.031859000000000005,0,0,0,1,18
26,0,0,0.033692,0,0,0,1,19
27,0,0,0.031306,0,0,0,1,20
28,0,0,0.033093,0,0,0,2,22
29,0,0,0.029748,0,0,0,1,23
30,0,0,0.029102,0,0,0,2,25
31,0,0,0.028526,0,0,0,0,25
32,0,0,0.028885,0,0,0,1,26
33,0,0,0.025332,0,0,0,0,26
34,0,0,0.029660000000000002,0,0,0,0,26
35,0,0,0.028940999999999998,0,0,0,0,26
36,0,0,0.028205,0,0,0,1,25
37,0,0,0.026090999999999996,0,0,0,2,27
38,0,0,0.025478000000000004,0,0,0,1,28
39,0,0,0.02574,0,0,0,0,28
40,0,0,0.027141000000000002,0,0,0,0,28
41,0,0,0.024369,0,0,0,0,28
42,0,0,0.026835,0,0,0,0,28
43,0,0,0.027221,0,0,0,1,29
44,0,0,0.024987,0,0,0,0,29
45,0,0,0.024061000000000003,0,0,0,1,30
46,0,0,0.023174,0,0,0,0,30
47,0,0,0.023426,0,0,0,1,25
48,0,0,0.024225,0,0,0,0,25
49,0,0,0.025172000000000003,0,0,0,1,26
50,0,0,0.025228,0,0,0,0,26
51,0,0,0.023938,0,0,0,0,26
52,0,0,0.025825,0,0,0,1,27
53,0,0,0.022275,0,0,0,1,28
54,0,0,0.022962,0,0,0,2,28
55,0,0,0.024483000000000005,0,0,0,1,29
56,0,0,0.023741,0,0,0,1,30
57,0,0,0.022383,0,0,0,1,31
58,0,0,0.022474,0,0,0,1,30
59,0,0,0.022116,0,0,0,2,29
60,0,0,0.022242,0,0,0,0,29
61,0,0,0.021046,0,0,0,0,29
62,0,0,0.021794,0,0,0,0,29
63,0,0,0.022435,0,0,0,1,29
64,0,0,0.021173,0,0,0,0,29
65,0,0,0.019785,0,0,0,3,32
66,0,0,0.020750000000000005,0,0,0,1,33
67,0,0,0.020533999999999997,0,0,0,0,33
68,0,0,0.022463999999999998,0,0,0,1,34
69,0,0,0.020561000000000003,0,0,0,1,34
70,0,0,0.019335,0,0,0,1,35
71,0,0,0.020134,0,0,0,0,35
72,0,0,0.020193,0,0,0,0,35
73,0,0,0.023022,0,0,0,0,35
74,0,0,0.023662,0,0,0,0,35
75,0,0,0.019964999999999997,0,0,0,0,35
76,0,0,0.019760999999999997,0,0,0,0,35
77,0,0,0.019663,0,0,0,0,35
78,0,0,0.018029000000000003,0,0,0,0,35
79,0,0,0.019014000000000003,0,0,0,1,32
80,0,0,0.018099,0,0,0,1,33
81,0,0,0.017984000000000003,0,0,0,0,33
82,0,0,0.018971000000000002,0,0,0,1,34
83,0,0,0.017138999999999998,0,0,0,1,35
84,0,0,0.01873,0,0,0,0,35
85,0,0,0.017457999999999998,0,0,0,0,35
86,0,0,0.016728000000000003,0,0,0,0,35
87,0,0,0.017728999999999995,0,0,0,1,33
88,0,0,0.018394,0,0,0,0,33
89,0,0,0.019313,0,0,0,1,32
90,0,0,0.016025,0,0,0,0,32
91,0,0,0.016393,0,0,0,0,32
92,0,0,0.018199,0,0,0,0,32
93,0,0,0.0176,0,0,0,2,34
94,0,0,0.016299,0,0,0,0,34
95,0,0,0.018329,0,0,0,0,34
96,0,0,0.01542,0,0,0,0,34
97,0,0,0.017825,0,0,0,0,34
98,0,0,0.01825,0,0,0,1,35
99,0,0,0.018499,0,0,0,0,35
100,0,0,0.015515000000000001,0,0,0,0,35
101,0,0,0.016696000000000003,0,0,0,0,35
