generation,num_proposed,num_retained,ei_avg,sp_avg,ei_sel_avg,sp_sel_avg,added_points,size_pareto
1,0,0,0,0,0,0,8,8
2,10000,500,0.5486709999999999,,1.0,,13,16
3,10000,500,0.170398,,0.9997,,17,19
4,10000,500,0.057986,,0.8484999999999999,,18,33
5,10000,500,0.04118100000000001,,0.6788,,12,36
6,10000,500,0.024079000000000003,,0.40230000000000005,,7,37
7,10000,500,0.016859,,0.4461,,9,40
8,10000,500,0.01268,,0.3791999999999999,,4,32
9,10000,500,0.010512,,0.25860000000000005,,6,35
10,10000,500,0.007751000000000001,,0.21009999999999998,,2,35
11,10000,500,0.007696000000000001,,0.2543,,4,33
12,10000,500,0.006790000000000001,,0.1598,,1,25
13,10000,500,0.00579,,0.1771,,5,29
14,10000,500,0.005667,,0.1462,,1,30
15,10000,500,0.007,,0.166,,1,31
16,10000,500,0.0048119999999999994,,0.1345,,0,31
17,10000,500,0.004534999999999999,,0.11209999999999999,,2,14
18,10000,500,0.002199,,0.0446,,1,15
19,10000,500,0.00201,,0.059399999999999994,,1,16
20,10000,500,0.0020400000000000006,,0.0496,,0,16
21,10000,500,0.0015199999999999999,,0.0433,,1,16
22,10000,500,0.0015530000000000001,,0.032299999999999995,,1,17
23,10000,500,0.002066,,0.037599999999999995,,0,17
24,10000,500,0.001865,,0.046000000000000006,,1,18
25,10000,500,0.001875,,0.0366,,0,18
26,10000,500,0.001743,,0.042199999999999994,,1,18
27,10000,500,0.0019330000000000003,,0.039,,0,18
28,10000,500,0.0017340000000000003,,0.0502,,0,18
29,10000,500,0.0016270000000000004,,0.041999999999999996,,1,18
30,10000,500,0.001633,,0.049699999999999994,,1,19
31,10000,500,0.001506,,0.0305,,0,19
32,10000,500,0.001275,,0.027100000000000003,,0,19
33,10000,500,0.0021180000000000005,,0.0521,,2,19
34,10000,500,0.0015710000000000001,,0.0444,,0,19
35,10000,500,0.0019,,0.0441,,0,19
36,10000,500,0.002075,,0.0387,,1,20
37,10000,500,0.001332,,0.033,,0,20
38,10000,500,0.0015240000000000002,,0.0261,,0,20
39,10000,500,0.001018,,0.043500000000000004,,1,20
40,10000,500,0.0016079999999999998,,0.038900000000000004,,0,20
41,10000,500,0.001898,,0.044199999999999996,,1,21
42,10000,500,0.001167,,0.0392,,0,21
43,10000,500,0.001459,,0.022600000000000002,,0,21
44,10000,500,0.001156,,0.037599999999999995,,0,21
45,10000,500,0.0015660000000000001,,0.0418,,1,22
46,10000,500,0.0012230000000000001,,0.03559999999999999,,1,20
47,10000,500,0.001074,,0.0287,,0,20
48,10000,500,0.0008850000000000002,,0.0239,,0,20
49,10000,500,0.001437,,0.0386,,0,20
50,10000,500,0.0014010000000000001,,0.028200000000000003,,0,20
51,10000,500,0.0011949999999999999,,0.0424,,0,20
52,10000,500,0.001077,,0.0276,,0,20
53,10000,500,0.001295,,0.026600000000000002,,0,20
54,10000,500,0.0008940000000000002,,0.024199999999999996,,0,20
55,10000,500,0.001165,,0.0262,,0,20
56,10000,500,0.001527,,0.025700000000000004,,0,20
57,10000,500,0.0012240000000000003,,0.0208,,0,20
58,10000,500,0.001071,,0.026500000000000003,,0,20
59,10000,500,0.0017120000000000002,,0.0319,,0,20
60,10000,500,0.0008260000000000001,,0.0393,,0,20
61,10000,500,0.001593,,0.038,,0,20
62,10000,500,0.0018380000000000002,,0.0333,,0,20
63,10000,500,0.001169,,0.04650000000000001,,0,20
64,10000,500,0.001241,,0.021499999999999995,,0,20
65,10000,500,0.0011619999999999998,,0.015700000000000002,,0,20
66,10000,500,0.000978,,0.0432,,0,20
67,10000,500,0.001236,,0.0328,,0,20
68,10000,500,0.001405,,0.0296,,0,20
69,10000,500,0.0012460000000000001,,0.0351,,0,20
70,10000,500,0.0009850000000000002,,0.0295,,0,20
71,10000,500,0.0014360000000000002,,0.0432,,0,20
72,10000,500,0.001024,,0.029300000000000003,,0,20
73,10000,500,0.000999,,0.021500000000000005,,0,20
74,10000,500,0.001179,,0.0359,,0,20
75,10000,500,0.001314,,0.028300000000000002,,0,20
76,10000,500,0.001503,,0.016,,0,20
77,10000,500,0.0012929999999999999,,0.045200000000000004,,0,20
78,10000,500,0.001209,,0.039,,0,20
79,10000,500,0.0010030000000000002,,0.0235,,0,20
80,10000,500,0.001213,,0.025199999999999997,,0,20
81,10000,500,0.0011569999999999998,,0.0276,,0,20
82,10000,500,0.000733,,0.0276,,0,20
83,10000,500,0.0014110000000000001,,0.0292,,0,20
84,10000,500,0.000884,,0.03629999999999999,,0,20
85,10000,500,0.0015190000000000002,,0.030900000000000004,,0,20
86,10000,500,0.0011560000000000001,,0.0295,,0,20
87,10000,500,0.001134,,0.031100000000000003,,0,20
88,10000,500,0.000779,,0.026000000000000006,,0,20
89,10000,500,0.0010240000000000002,,0.0269,,0,20
90,10000,500,0.0009140000000000001,,0.0322,,0,20
91,10000,500,0.0011870000000000001,,0.0239,,0,20
92,10000,500,0.001024,,0.022099999999999998,,0,20
93,10000,500,0.0008609999999999999,,0.0233,,0,20
94,10000,500,0.00103,,0.027399999999999997,,0,20
95,10000,500,0.000999,,0.0239,,0,20
96,10000,500,0.001006,,0.016,,0,20
97,10000,500,0.000373,,0.0251,,0,20
98,10000,500,0.0005789999999999999,,0.0189,,0,20
99,10000,500,0.001173,,0.0368,,0,20
100,10000,500,0.001056,,0.030100000000000002,,0,20
101,10000,500,0.0008789999999999999,,0.025700000000000004,,0,20
