generation,num_attempted,num_proposed,num_retained,num_selected_A,num_selected_B,num_valid,num_repeated,num_success_repeated,num_timeout,avg_time_success,avg_time_fail,ei_avg,sp_avg,ei_sel_avg,sp_sel_avg,added_points,size_pareto,num_group_A,num_group_B,num_group_C
12,57001,49897,3000,2850,150,90,0,0,73,831.1634745200475,463.2002108653966,0.18491973465338601,0.4181307061242502,0.4812133333333333,0.28854272623728505,11,122,39929,5170,4798
13,56804,49892,3000,2850,150,66,0,0,50,932.6855954979405,406.58503087707186,0.18429471658782973,0.41942766147598853,0.5401866666666666,0.20052830080487738,13,131,39841,5334,4717
14,56914,49906,3000,2850,150,74,0,0,50,852.2138806291529,438.32909592850643,0.1840629182863784,0.41654637673664346,0.5442133333333333,0.24130161522856716,15,134,40022,5063,4821
15,56974,49897,3000,2850,150,76,0,0,57,833.8391928076744,481.94756039366666,0.1857135298715354,0.42088981545290116,0.5156923076923077,0.2391029343670215,11,142,39789,5285,4823
16,57167,49903,3000,2850,150,75,0,0,57,969.9420666535696,429.3081421681813,0.18455387451656216,0.4158422848712202,0.5201866666666667,0.1995167168637835,13,151,40014,5208,4681
17,57287,49892,3000,2850,150,83,0,0,60,963.2854929315039,420.64275252439415,0.18009284053555683,0.4178540464980824,0.47902666666666666,0.24541271500869888,12,161,40034,5176,4682
18,57335,49890,3000,2850,150,76,0,0,48,857.1633134609774,378.2185145101764,0.16642814191220687,0.41738299681751184,0.47429333333333334,0.26798265658585024,15,174,39850,5352,4688
19,57114,49891,3000,2850,150,87,0,0,52,859.9417117655962,459.03895938174327,0.16672706500170373,0.4162783477677939,0.46952,0.2702931980002554,11,185,39959,5299,4633
20,57255,49887,3000,2850,150,76,0,0,63,917.1198966910964,469.592672739923,0.18437123900014032,0.41859261666399133,0.46686287625418055,0.24410015997782145,13,192,39792,5412,4683
21,57549,49892,3000,2850,150,92,0,0,53,867.1269722036693,389.02761916835584,0.17170119458029345,0.39912732777812043,0.4551839464882943,0.23696512297612218,14,205,39833,5466,4593
22,57434,49899,3000,2850,150,77,0,0,53,821.984603030341,458.69546763476205,0.17547686326379291,0.39753582963632256,0.48843999999999993,0.24970789153506143,17,221,39845,5383,4671
23,57524,49910,3000,2850,150,93,0,0,47,944.5741780701504,459.6403033223542,0.16830142256060907,0.40101994487746645,0.46624749163879603,0.2633982239143771,15,227,39952,5368,4590
24,57508,49892,3000,2850,150,86,0,0,56,928.685580289641,449.83709865883935,0.15848376493225366,0.40440104748064976,0.5424266666666667,0.2582246409964113,15,239,39981,5381,4530
25,57528,49895,3000,2850,150,85,0,0,44,775.9436745952157,436.7384266490825,0.15686413468283397,0.4024008144558814,0.43882666666666675,0.23815638926450536,13,251,39947,5499,4449
26,57802,49891,3000,2850,150,105,0,0,58,873.6212479750316,460.4903783537176,0.16019257982401636,0.40452199673532596,0.46449333333333326,0.2813497582232683,16,265,40005,5462,4424
27,57712,49895,3000,2850,150,84,0,0,54,839.7452418293271,399.42357699223504,0.159343501352841,0.4086318960931021,0.4749333333333334,0.26521765711112716,10,275,40070,5407,4418
28,57610,49884,3000,2850,150,104,0,0,52,793.0446431384637,418.80897857083215,0.15540413759923022,0.40907259062759915,0.4767333333333333,0.30090918525844457,18,292,39841,5547,4496
29,57942,49874,3000,2850,150,93,0,0,55,892.0739910628206,433.73472069909695,0.15169186349600997,0.41599404774183313,0.4731066666666666,0.2685968976894211,25,315,39935,5485,4454
30,57874,49907,3000,2850,150,96,0,0,55,862.7311736668149,419.554353902804,0.14386999819664578,0.41375405248125646,0.44450666666666666,0.2989761137900234,16,329,39886,5613,4408
31,57778,49895,3000,2850,150,86,0,0,53,895.3311721668687,428.1881480365066,0.15462182583425194,0.4082665204216624,0.4853733333333332,0.21497044101750334,13,341,39856,5711,4328
32,57935,49893,3000,2850,150,88,0,0,55,840.6867263858968,415.9216189293345,0.16031050447958634,0.4035272661660307,0.46617333333333333,0.2515153431055707,16,354,39930,5568,4395
33,58002,49890,3000,2850,150,94,0,0,54,942.9481591671071,467.6951854464255,0.15918284225295654,0.4126666048036741,0.47644,0.281259501911819,13,367,39892,5534,4464
34,57876,49892,3000,2850,150,109,0,0,46,873.9261576013828,408.0707083981613,0.15768820652609639,0.41339353692237824,0.47648000000000007,0.3120478265235434,20,384,39753,5778,4361
35,57977,49891,3000,2850,150,103,0,0,46,825.5751538415557,408.22417340057575,0.1554572167324768,0.40303111532589536,0.44382666666666665,0.28566230143499965,14,390,39956,5635,4300
36,57926,49885,3000,2850,150,91,0,0,56,844.2729961662502,389.245576021718,0.1570619625137817,0.4118681951837747,0.48504,0.285895594914485,15,404,40042,5437,4406
37,58059,49890,3000,2850,150,93,0,0,63,802.7147265044591,471.2365345408519,0.14756945279615155,0.4115316227567805,0.4549733333333333,0.25835699065500695,14,417,39833,5660,4397
38,58351,49900,3000,2850,150,95,0,0,59,843.9686019872364,403.22536483692795,0.1559399599198397,0.41345985513881583,0.48106666666666664,0.264710141690286,14,429,39960,5589,4351
39,58464,49872,3000,2850,150,77,0,0,59,894.445844402561,405.4584023327362,0.14756753288418353,0.41704922395206573,0.45291999999999993,0.23076258103915162,14,443,39896,5529,4447
40,58183,49888,3000,2850,150,99,0,0,51,803.349591416542,457.8136361217499,0.15461674150096216,0.41460773491617176,0.4896,0.26357684524991504,14,450,40017,5626,4245
41,58340,49882,3000,2850,150,95,0,0,46,893.9287871912906,392.3482721736596,0.15551702016759555,0.4027871986231337,0.4686666666666666,0.27030033249066204,16,465,40042,5519,4321
