generation,num_attempted,num_proposed,num_retained,num_selected_A,num_selected_B,num_valid,num_repeated,num_success_repeated,num_timeout,avg_time_success,avg_time_fail,ei_avg,sp_avg,ei_sel_avg,sp_sel_avg,added_points,size_pareto,num_group_A,num_group_B,num_group_C
1,500,500,500,-1,-1,199,0,0,87,960.352448522146,271.2466058931618,0,0,0,0,40,40,500,0,0
2,56721,49887,3000,2850,150,97,0,0,52,763.7249235639867,405.2482783762824,0.4884609617736083,0.4010078065327676,0.8961733333333333,0.30744714667646694,24,44,40094,4756,5037
3,56970,49898,3000,2850,150,92,0,0,74,911.745721379052,389.15910342202255,0.37721912701911897,0.41969700706537477,0.7703066666666666,0.3383169726403012,24,58,40431,4600,4867
4,56419,49909,3000,2850,150,84,0,0,69,868.4175041516622,382.98602079696394,0.34228039031036495,0.4090982258798308,0.7051999999999999,0.28564727839570814,16,67,40114,4867,4928
5,56242,49875,3000,2850,150,107,0,0,59,875.420003160138,356.93425663371585,0.2941361403508772,0.4106651199438824,0.63056,0.3251821774398355,22,74,39842,5072,4961
6,56042,49889,3000,2850,150,78,0,0,53,862.1330169592148,372.6931284546147,0.2789653831505943,0.4188254418473987,0.5950666666666667,0.26682867322508175,7,79,39833,5067,4989
7,55973,49901,3000,2850,150,72,0,0,61,937.1673364970419,442.8381306910943,0.2505842367888419,0.4126497655101095,0.5438799999999999,0.20667242302609348,17,90,39745,5055,5101
8,56216,49893,3000,2850,150,55,0,0,61,881.1217143232172,400.63645886338276,0.2635476720181188,0.4166222361593144,0.5557466666666666,0.18735634968155032,14,104,39660,5139,5094
9,56209,49894,3000,2850,150,64,0,0,69,861.7438839264214,489.7696325921727,0.2619115725337716,0.4163330906373387,0.5852133333333334,0.19882566453666217,12,111,39613,5233,5048
10,56218,49892,3000,2850,150,85,0,0,50,988.5105059006635,494.2507887724674,0.24130818568107115,0.42609672184782066,0.5998933333333334,0.22359587258273625,13,123,39728,5243,4921
11,56550,49906,3000,2850,150,86,0,0,48,897.0708533608636,418.75832154233774,0.21707826714222742,0.4201604740077321,0.5248,0.26990100452000065,13,118,39740,5299,4867
