generation,sco_kcal,sco_kcal_percentile,octanol_gsolv_eV,octanol_gsolv_eV_percentile,octanol_hl_gap_eV,octanol_hl_gap_eV_percentile,octanol_dipole,octanol_dipole_percentile,SMILES,coordList,functionalization
1,0.099537,0.0,-2.106378,69.7,0.022454,27.0,-3.834332,29.7,C1CN=C(CN2[C-]=Cc3ccccc23)O1,"[6, 2]",[]
1,0.242619,1.1,-9.278987,29.7,0.001600,1.1,-0.355754,92.4,Cc1cc2N=C(Nc2c(c1C)N(=O)=O)C1=Nc2cc(C)c(C)c(c2N1)N(=O)=O,"[4, 15]",[]
1,0.380136,2.2,-6.488847,40.0,0.044110,45.4,-2.256407,47.6,CC1=NC(=CN1)C=NC1CCCCC1N,"[2, 7, 14]","[{'functional_group': 'ether', 'smiles_inds': [10]}, {'functional_group': 'carboxylate', 'smiles_inds': [8]}]"
1,0.484489,2.7,-1.269051,87.0,0.896193,96.2,-4.811661,20.5,CC(=NN=C([O-])c1ccc(Cl)cc1)c1ccccn1,"[18, 2, 5]",[]
1,0.803127,4.9,-5.587911,42.7,0.014563,19.5,-1.574505,59.5,C[Si](C)(C)CSc1cccc2cccnc12,"[5, 14]",[]
1,0.820135,5.4,-2.335179,67.0,0.011428,15.1,-4.631709,23.8,CC(N)c1cccc[c-]1,"[2, 8]",[]
1,0.837113,5.9,-30.253106,1.6,0.035498,38.9,-2.926789,38.4,NC1=NC2=[NH+]CCN=C2C(=O)N1,"[10, 7]","[{'functional_group': 'methyl_ester', 'smiles_inds': [11]}, {'functional_group': 'cyano', 'smiles_inds': [4]}]"
1,1.000807,6.5,-6.158796,40.5,0.103750,63.2,-4.095703,29.2,S=C(NCCc1ccccc1)NN=Cc1ccccn1,"[0, 19, 12]","[{'functional_group': 'carboxyllic_acid', 'smiles_inds': [16]}]"
1,1.108206,7.6,-5.769697,42.2,0.018135,23.8,-0.843029,81.1,CN1c2ccccc2N=C1c1ncccn1,"[8, 11]","[{'functional_group': 'ether', 'smiles_inds': [0]}, {'functional_group': '2-methylbenzoic_acid', 'smiles_inds': [14]}]"
1,1.236492,9.2,-2.317456,67.0,0.483724,87.6,-11.133808,2.2,O=C1c2ccccc2C(=O)c2c(cccc12)[N-]Cc1ccccn1,"[23, 9, 16]","[{'functional_group': 'carboxylate', 'smiles_inds': [20]}]"
1,1.299434,9.7,-2.468262,66.5,0.003365,3.2,-2.944266,38.4,c1ccc(nc1)C1=NN=C[N-]1,"[4, 10]",[]
1,1.553951,10.8,-1.342500,83.2,0.193225,71.9,-6.169811,13.0,Brc1ccc([O-])c(C=NNc2ccccn2)c1,"[5, 8, 15]","[{'functional_group': 'tribromo', 'smiles_inds': [14]}]"
1,1.591722,11.4,-5.932224,41.6,0.029078,31.9,-0.403330,89.7,Cc1ccc(cc1)N=NC1=NC=CN1,"[10, 7]","[{'functional_group': 'hydroxyl', 'smiles_inds': [12]}, {'functional_group': 'amide', 'smiles_inds': [0]}]"
1,1.782917,11.9,-5.866588,42.2,0.005511,7.6,-0.915232,75.7,N1c2ccccc2c2ccnc(C3=Nc4ccccc4S3)c12,"[13, 10]","[{'functional_group': '2-methylbenzoic_acid', 'smiles_inds': [2]}, {'functional_group': 'cyanimide', 'smiles_inds': [15]}]"
1,2.104774,13.0,-6.513262,40.0,0.017203,23.8,-0.543508,86.5,N1C=CC(=N1)C1=Nc2ccccc2S1,"[6, 4]","[{'functional_group': 'thiol', 'smiles_inds': [0]}, {'functional_group': '2-hydroxypyridine', 'smiles_inds': [10]}]"
1,2.200468,13.5,-10.584578,24.3,0.030185,34.1,-2.326327,47.6,CN1C(=C(N)C(=O)N(C)C1=O)N,"[11, 4]","[{'functional_group': 'cyanimide', 'smiles_inds': [0]}]"
1,3.496834,15.7,-6.103062,41.1,0.306461,79.5,-8.495616,6.5,CN(C)C([S-])=NN=Cc1cc(I)cc(I)c1[O-],"[4, 6, 16]",[]
1,4.276426,17.8,-6.566042,40.0,0.436066,85.9,-3.380389,33.0,Nc1ccccc1SCc1ccccn1,"[7, 0, 14]",[]
1,4.600647,20.0,-6.731199,39.5,1.085822,96.2,-4.894498,18.9,CSC(N)=NN=Cc1c([O-])c(C)[nH+]cc1CO,"[9, 5, 3]","[{'functional_group': 'cyano', 'smiles_inds': [6]}, {'functional_group': 'chloro', 'smiles_inds': [11]}]"
1,5.034440,21.6,-5.741209,42.2,0.022551,27.6,-1.934860,53.0,C(Oc1cc(nc(c1)c1ccccn1)c1ccccn1)c1ccc2ccccc2c1,"[13, 5, 19]",[]
1,5.435913,22.7,-10.933797,22.2,0.574530,89.7,-4.762119,21.1,O=C1NC=NN1,[4],[]
1,5.459072,23.8,-8.892703,30.8,0.028185,31.9,-3.903507,29.7,Fc1c(F)c(C=Cc2ccncc2)c(F)c(F)c1I,[10],[]
1,5.546842,24.9,-1.507203,80.5,0.271605,77.3,-5.412866,16.8,NC(=S)NN=Cc1cc(Br)ccc1[O-],"[2, 13, 4]","[{'functional_group': 'aldehyde', 'smiles_inds': [11]}]"
1,6.035268,29.2,-3.392976,57.3,0.014261,18.9,-4.315485,27.0,O=C([O-])c1ncccc1OC(=O)C1CC2CC1C=C2,"[2, 4]",[]
1,6.843032,34.1,-1.791167,74.6,0.075951,58.9,-7.165922,9.2,Clc1cccc(NN=Cc2cc(Br)cc(Br)c2[O-])n1,"[18, 17, 7]",[]
1,7.167586,36.2,-6.050571,41.1,0.004044,4.3,-1.269852,65.9,COCC(N=Cc1ccccn1)c1ccccc1,"[11, 4]",[]
1,7.290981,36.8,-5.754402,42.2,0.005849,7.6,-1.794688,54.6,Cc1cnc(cc1C)c1ccccn1,"[13, 3]",[]
1,7.424733,37.8,-7.776827,33.5,0.013517,17.3,-3.551879,31.9,CC1=CC(=NN1)CC(=O)Nc1ccccc1NC(=O)c1ccccc1,"[8, 4]",[]
1,7.556593,38.4,-6.498912,40.0,0.100891,61.1,-10.179441,3.8,CCN(CC)c1ccc(C=Nc2cc(ccc2[O-])N(=O)=O)c([O-])c1,"[17, 10, 22]","[{'functional_group': '2-methylbenzoic_acid', 'smiles_inds': [12]}]"
1,7.770538,39.5,-5.912090,41.6,0.000548,0.0,-3.537761,31.9,Oc1ccccc1c1ccnc(c1)c1ccccn1,"[18, 10]",[]
1,8.002926,41.1,-2.870603,61.1,0.005933,7.6,-8.748732,5.4,Fc1c(F)c(F)c(c(F)c1F)C1=N[N-]C(=N1)c1ccccn1,"[21, 13]","[{'functional_group': 'hydroxyl', 'smiles_inds': [17]}]"
1,8.255672,42.7,-3.776272,54.1,0.003371,3.2,-3.602551,31.4,Nc1nc([S-])c2N=CNc2n1,"[4, 6]",[]
1,8.809942,46.5,-5.830202,42.2,0.005165,7.0,-4.171148,27.6,O=C([O-])CN(CC(=O)[O-])Cc1cccc2ccccc12,"[8, 4, 2]",[]
