generation,num_attempted,num_proposed,num_retained,num_selected_A,num_selected_B,num_valid,num_repeated,num_success_repeated,num_timeout,avg_time_success,avg_time_fail,ei_avg,sp_avg,ei_sel_avg,sp_sel_avg,added_points,size_pareto,num_group_A,num_group_B,num_group_C
23,58105,49906,3000,2850,150,127,0,0,50,1018.3361584332985,138.26869678497314,0.5922588867070091,0.36785917554909514,0.8932133333333333,0.3986487553931984,11,264,40900,4792,4214
24,57999,49884,3000,2850,150,138,0,0,46,880.5737069067748,128.83030536462522,0.6300504370138722,0.37232930143968584,0.9135599999999999,0.45336190551471084,25,287,40891,4771,4222
25,58085,49891,3000,2850,150,129,0,0,37,922.5013134350148,135.6037540595923,0.6377709807380089,0.3730847507618749,0.8936533333333333,0.43099796120056527,18,305,40924,4818,4149
26,58233,49889,3000,2850,150,122,0,0,47,937.4893129067343,137.8199645271738,0.6128426707290184,0.3722032326260009,0.8897066666666668,0.4355308885266165,19,324,41015,4689,4185
27,58247,49891,3000,2850,150,101,0,0,67,999.9653733201546,160.47359405141887,0.620782986911467,0.37548691514348753,0.9078399999999999,0.3806846685796396,9,331,41147,4576,4168
28,58282,49881,3000,2850,150,116,0,0,69,973.9616455620733,158.9707400985386,0.6319127523505944,0.3784495383091736,0.8921600000000001,0.3903874626150173,23,352,40922,4744,4215
29,58384,49870,3000,2850,150,114,0,0,51,922.1247437711347,183.08533990648058,0.5998334068578303,0.3764957248687899,0.89284,0.3941005559821542,8,358,40967,4662,4241
30,58325,49906,3000,2850,150,127,0,0,50,844.3413435943484,117.04312005081798,0.6361645493527832,0.37644285818912987,0.8852933333333334,0.41918242135362815,21,379,40932,4740,4234
31,58218,49890,3000,2850,150,103,0,0,57,969.8131156222335,146.29410524505505,0.6301736620565244,0.3723203718946064,0.9122675585284282,0.34302401242937636,10,382,41123,4678,4089
32,58616,49887,3000,2850,150,104,0,0,68,961.1956291657227,195.18683463335037,0.6227826888768617,0.3701703822756655,0.8886266666666666,0.36218774776469215,26,385,41299,4468,4120
33,58776,49881,3000,2850,150,102,0,0,48,945.1250807981866,211.0495217514038,0.6374487279725748,0.36599906884859607,0.8928799999999999,0.3084712886138007,14,399,41206,4575,4100
34,58722,49887,3000,2850,150,96,0,0,54,903.0763916224241,150.18235167503357,0.6271441457694389,0.36758390421457293,0.8943599999999999,0.3152199205289849,13,407,41113,4680,4094
35,58638,49884,3000,2850,150,101,0,0,57,871.3240735955758,152.8105180162779,0.6236829444310802,0.3697977750308582,0.9299333333333334,0.3345435083952333,23,429,41228,4637,4019
36,58899,49882,3000,2850,150,100,0,0,56,934.8526616001129,152.9147275978035,0.6068461569303556,0.37110553830617327,0.9056053511705684,0.32579767393746223,11,437,41428,4348,4106
37,58795,49884,3000,2850,150,97,0,0,56,882.2860133008859,185.14744074867195,0.6113187394755834,0.37327964087547605,0.890247491638796,0.33055156403380864,10,446,41149,4585,4150
38,58968,49885,3000,2850,150,100,0,0,58,844.8588803720475,192.52982527437345,0.6083955497644582,0.36975934639515,0.9014799999999998,0.31810198223253366,20,466,41218,4491,4176
39,59336,49873,3000,2850,150,70,0,0,81,893.9127401522228,230.35203280704934,0.6175541074328795,0.36723375475773196,0.8955733333333334,0.24292377539105015,6,472,41332,4372,4169
40,58964,49882,3000,2850,150,51,0,0,56,901.5509345484714,317.3754456364429,0.6109753418066637,0.3650059154674006,0.8864266666666667,0.16481264930721007,12,475,41428,4438,4016
41,59127,49882,3000,2850,150,84,0,0,59,1047.4757532874744,209.29996309766344,0.6435015436429975,0.3659699489825212,0.9194800000000002,0.2732003820329183,15,479,41401,4312,4169
