train_iteration,target,bootstrap,cosine_meta_base,mean_abs_delta,meta_gini,base_gini,norm_par,norm_perp,perp_over_par,topk_overlap_with_base
1,sco_kcal,0,0.6617265343666077,0.001731131225824356,0.5994879955762908,0.9472650959807043,0.40999501943588257,0.10565396398305893,0.25769572549546965,0.52
1,sco_kcal,1,0.23176954686641693,0.006493963301181793,0.5594852772369883,0.9698729911808159,0.7356967926025391,0.0657021701335907,0.08930604400376442,0.16
1,sco_kcal,2,0.5870631337165833,0.019945276901125908,0.5695281951473454,0.9296621242874343,2.328385829925537,0.7689507603645325,0.33025057551957526,0.46
1,sco_kcal,3,0.45048853754997253,0.0029076384380459785,0.5607865989425349,0.9503988925377262,0.31284621357917786,0.1764792948961258,0.5641087768877883,0.32
1,sco_kcal,4,0.5061124563217163,0.012316202744841576,0.5528491239673026,0.9008558617478426,1.2290480136871338,0.7168534398078918,0.5832591012106496,0.24
1,sco_kcal,5,0.18161948025226593,0.052985504269599915,0.5774339463719147,0.922297897919343,5.438514709472656,0.6883277297019958,0.12656538898443823,0.16
1,sco_kcal,6,0.5274179577827454,0.00659648422151804,0.5820386945713043,0.963981899457419,0.5672299861907959,0.27738049626350403,0.4890088729727401,0.38
1,sco_kcal,7,0.4864318072795868,0.012850286439061165,0.5595187608755698,0.8845547418870716,1.3923406600952148,0.4141288697719574,0.29743358191064917,0.38
1,sco_kcal,8,0.3854040801525116,0.020301921293139458,0.5384170851342711,0.9291864088867021,2.0215377807617188,0.6736100912094116,0.3332166717930912,0.2
1,sco_kcal,9,0.6974157094955444,0.012561025097966194,0.5824122331380079,0.8575765176122228,1.3604328632354736,1.0926777124404907,0.8031838556456292,0.5
1,sco_kcal,10,0.1542557179927826,0.03651438280940056,0.5533822821427561,0.9108740072969255,3.6554672718048096,0.29706186056137085,0.08126508554806533,0.14
1,sco_kcal,11,0.43565717339515686,0.005684923380613327,0.5967911761636795,0.9697295579418579,0.4363950192928314,0.13667063415050507,0.31318101286301764,0.5
1,sco_kcal,12,0.966099202632904,0.0072670285589993,0.7277570554755417,0.8729922349981314,0.7075139880180359,2.4963815212249756,3.528384687090226,0.78
1,sco_kcal,13,0.3566010296344757,0.0209518913179636,0.5732824584774132,0.887540569746579,2.2026538848876953,0.8335047960281372,0.3784093369125192,0.2
1,sco_kcal,14,0.10539595037698746,0.01385907456278801,0.5566545386010548,0.9599426474987085,1.4512487649917603,0.00473988289013505,0.0032660719543571577,0.1
1,sco_kcal,15,0.855276882648468,0.0016053335275501013,0.6458817345624921,0.949748531719248,0.3873113989830017,0.1682405024766922,0.43438045696164995,0.84
1,sco_kcal,16,0.27382808923721313,0.014318282715976238,0.5714710728755816,0.9158682690261504,1.4731812477111816,0.032369326800107956,0.02197239942498507,0.18
1,sco_kcal,17,0.9761945605278015,0.0016630491008982062,0.7660063469940692,0.924653989880621,0.12215676158666611,0.7946646213531494,6.505285593948573,0.94
1,sco_kcal,18,0.09295668452978134,0.04445800557732582,0.5346856903612378,0.9212493266983133,3.9543888568878174,0.024991199374198914,0.006319863897721855,0.06
